,Name,Year_of_Release,Publisher,Country,City,Developer,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
159,Assassin's Creed II,2009.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,PS3,Action,2.54,1.93,0.21,0.86,5.55,91.0,70.0,8.6,1202.0,M
160,Assassin's Creed,2007.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,X360,Adventure,3.28,1.64,0.07,0.56,5.54,81.0,77.0,7.7,1074.0,M
161,Forza Motorsport 3,2009.0,Microsoft Game Studios,nan,nan,Turn 10,X360,Racing,2.99,1.9,0.1,0.5,5.49,92.0,90.0,8.0,516.0,E
162,Super Mario Advance,2001.0,Nintendo,Japan,Kyoto,Nintendo,GBA,Platform,3.14,1.24,0.91,0.2,5.49,84.0,19.0,7.8,41.0,E
163,Monster Hunter Freedom Unite,2008.0,Capcom,Japan,Osaka,Capcom,PSP,Role-Playing,0.47,0.55,4.13,0.34,5.48,81.0,48.0,8.7,124.0,T
164,Batman: Arkham City,2011.0,Warner Bros. Interactive Entertainment,United States,Chicago,Rocksteady Studios,PS3,Action,2.71,1.85,0.11,0.81,5.48,96.0,42.0,8.6,2162.0,T
165,Grand Theft Auto V,2014.0,Take-Two Interactive,nan,nan,Rockstar North,XOne,Action,2.81,2.19,0.0,0.47,5.48,97.0,14.0,7.9,764.0,M
166,Mario Kart: Super Circuit,2001.0,Nintendo,Japan,Kyoto,Intelligent Systems,GBA,Racing,2.62,1.64,0.99,0.23,5.47,93.0,24.0,8.3,108.0,E
167,Super Mario World,2001.0,Nintendo,Japan,Kyoto,,GBA,Platform,3.21,1.11,0.95,0.2,5.46,,,,,
168,Pokemon Stadium,1999.0,Nintendo,Japan,Kyoto,,N64,Strategy,3.18,1.24,0.94,0.09,5.45,,,,,
169,Crash Bandicoot: The Wrath of Cortex,2001.0,Universal Interactive,nan,nan,Traveller's Tales,PS2,Platform,2.07,2.29,0.24,0.82,5.42,66.0,22.0,7.1,156.0,E
170,Call of Duty: World at War,2008.0,Activision,United States,Santa Monica,Treyarch,PS3,Shooter,2.73,1.83,0.0,0.83,5.39,85.0,45.0,7.6,409.0,M
171,Uncharted 4: A Thief's End,2016.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Naughty Dog,PS4,Shooter,1.85,2.5,0.19,0.85,5.38,93.0,113.0,7.9,7064.0,T
172,Dr. Mario,1989.0,Nintendo,Japan,Kyoto,,GB,Puzzle,2.18,0.96,2.0,0.2,5.34,,,,,
173,Final Fantasy XIII,2009.0,Square Enix,Japan,"Shinjuku, Tokyo",Square Enix,PS3,Role-Playing,1.74,1.21,1.87,0.51,5.33,83.0,83.0,7.3,2483.0,T
174,Pokemon Pinball,1999.0,Nintendo,Japan,Kyoto,,GB,Misc,3.02,1.12,1.01,0.16,5.31,,,,,
175,Final Fantasy IX,2000.0,SquareSoft,nan,nan,SquareSoft,PS,Role-Playing,1.62,0.77,2.78,0.14,5.3,94.0,22.0,8.9,779.0,T
176,Assassin's Creed III,2012.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft,X360,Action,3.13,1.69,0.03,0.44,5.29,84.0,61.0,6.7,1196.0,M
177,Final Fantasy X-2,2003.0,Electronic Arts,United States,Redwood City,SquareSoft,PS2,Role-Playing,1.92,1.08,2.11,0.17,5.29,85.0,45.0,6.6,400.0,T
178,Donkey Kong 64,1999.0,Nintendo,Japan,Kyoto,,N64,Platform,3.33,0.79,1.09,0.06,5.27,,,,,
179,Call of Duty: Advanced Warfare,2014.0,Activision,United States,Santa Monica,Sledgehammer Games,XOne,Shooter,3.22,1.55,0.01,0.48,5.27,81.0,53.0,5.4,898.0,M
180,Minecraft,2014.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS3,Misc,2.03,2.37,0.0,0.87,5.26,,,,,
181,Assassin's Creed II,2009.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,X360,Action,3.11,1.55,0.08,0.51,5.26,90.0,82.0,8.8,1305.0,M
182,Tomb Raider II,1997.0,Eidos Interactive,nan,nan,Core Design Ltd.,PS,Action,2.3,2.46,0.2,0.28,5.24,85.0,13.0,,,T
183,Madden NFL 2004,,Electronic Arts,United States,Redwood City,EA Tiburon,PS2,Sports,4.26,0.26,0.01,0.71,5.23,94.0,29.0,8.5,140.0,E
184,Tomodachi Life,2013.0,Nintendo,Japan,Kyoto,,3DS,Simulation,0.97,2.11,1.9,0.24,5.23,,,,,
185,New Super Mario Bros. U,2012.0,Nintendo,Japan,Kyoto,Nintendo,WiiU,Platform,2.3,1.34,1.27,0.32,5.22,84.0,70.0,8.1,733.0,E
186,Dragon Quest VIII: Journey of the Cursed King,2004.0,Square Enix,Japan,"Shinjuku, Tokyo",Level 5,PS2,Role-Playing,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,245.0,T
187,Super Mario Bros. 3,2003.0,Nintendo,Japan,Kyoto,,GBA,Platform,2.93,1.25,0.83,0.2,5.2,,,,,
188,Professor Layton and the Curious Village,2007.0,Nintendo,Japan,Kyoto,Level 5,DS,Puzzle,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,147.0,E
189,Super Mario Land 3: Wario Land,1994.0,Nintendo,Japan,Kyoto,,GB,Platform,2.49,0.98,1.57,0.15,5.19,,,,,
190,FIFA Soccer 13,2012.0,Electronic Arts,United States,Redwood City,Electronic Arts,X360,Action,1.09,3.47,0.03,0.57,5.16,90.0,48.0,6.1,403.0,E
191,Donkey Kong Country 2: Diddy's Kong Quest,1995.0,Nintendo,Japan,Kyoto,,SNES,Platform,2.1,0.74,2.2,0.11,5.15,,,,,
192,Diablo III,2012.0,Activision,United States,Santa Monica,Blizzard Entertainment,PC,Role-Playing,2.44,2.16,0.0,0.54,5.14,88.0,86.0,4.0,9629.0,M
193,Medal of Honor: Rising Sun,2003.0,Electronic Arts,United States,Redwood City,EA LA,PS2,Shooter,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,T
194,Kirby's Dream Land,1992.0,Nintendo,Japan,Kyoto,,GB,Platform,2.71,0.61,1.7,0.11,5.13,,,,,
195,Microsoft Flight Simulator,1996.0,Microsoft Game Studios,nan,nan,,PC,Simulation,3.22,1.69,0.0,0.2,5.12,,,,,
196,Guitar Hero II,2006.0,RedOctane,nan,nan,Harmonix Music Systems,PS2,Misc,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,112.0,T
197,Fable III,2010.0,Microsoft Game Studios,nan,nan,Lionhead Studios,X360,Role-Playing,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0,M
198,Mario & Sonic at the Olympic Games,2008.0,Sega,United States,"Ota, Tokyo,San Francisco",,DS,Sports,1.63,2.45,0.44,0.57,5.09,,,,,
199,Resident Evil 5,2009.0,Capcom,Japan,Osaka,Capcom,PS3,Action,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,667.0,M
200,The Legend of Zelda: Phantom Hourglass,2007.0,Nintendo,Japan,Kyoto,Nintendo,DS,Action,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8.0,416.0,E
201,Super Mario Bros.,1999.0,Nintendo,Japan,Kyoto,,GB,Platform,3.4,1.3,0.15,0.22,5.07,,,,,
202,FIFA Soccer 11,2010.0,Electronic Arts,United States,Redwood City,EA Sports,PS3,Sports,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8.0,233.0,E
203,Resident Evil,1996.0,Virgin Interactive,nan,nan,Capcom,PS,Action,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9.0,266.0,M
204,Grand Theft Auto: Vice City Stories,2006.0,Take-Two Interactive,nan,nan,Rockstar Leeds,PSP,Action,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8.0,150.0,M
205,Tony Hawk's Pro Skater,1999.0,Activision,United States,Santa Monica,Neversoft Entertainment,PS,Sports,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,T
206,Warzone 2100,1999.0,Eidos Interactive,nan,nan,,PS,Strategy,2.79,1.89,0.0,0.33,5.01,,,,,
207,Spyro the Dragon,1998.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS,Platform,3.36,1.36,0.07,0.21,5.0,,,,,
208,Guitar Hero III: Legends of Rock,2007.0,Activision,United States,Santa Monica,"Neversoft Entertainment, BudCat",PS2,Misc,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,T
209,Link's Crossbow Training,2007.0,Nintendo,Japan,Kyoto,Nintendo,Wii,Shooter,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,T
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,2007.0,Nintendo,Japan,Kyoto,,DS,Role-Playing,1.83,1.19,1.54,0.37,4.93,,,,,
211,Fallout 3,2008.0,Bethesda Softworks,United States,Rockville,Bethesda Game Studios,X360,Role-Playing,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,M
212,Uncharted: Drake's Fortune,2007.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)","Naughty Dog, SCE/WWS",PS3,Action,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,T
213,Madden NFL 06,2005.0,Electronic Arts,United States,Redwood City,EA Sports,PS2,Sports,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,121.0,E
214,Diddy Kong Racing,1997.0,Nintendo,Japan,Kyoto,,N64,Racing,2.91,0.99,0.89,0.1,4.88,,,,,
215,Monster Hunter Freedom 3,2010.0,Capcom,Japan,Osaka,,PSP,Role-Playing,0.0,0.0,4.87,0.0,4.87,,,,,
216,Super Smash Bros. for Wii U and 3DS,2014.0,Nintendo,Japan,Kyoto,,WiiU,Fighting,2.6,1.08,0.81,0.38,4.87,,,,,
217,Dr. Mario,1990.0,Nintendo,Japan,Kyoto,,NES,Puzzle,2.62,0.6,1.52,0.1,4.85,,,,,
218,StarCraft II: Wings of Liberty,2010.0,Activision,United States,Santa Monica,Blizzard Entertainment,PC,Strategy,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,T
219,Assassin's Creed,2007.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,PS3,Adventure,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,M
220,God of War III,2010.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",SCE Santa Monica,PS3,Action,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,M
221,Crash Team Racing,1999.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Naughty Dog,PS,Racing,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,233.0,E
222,LEGO Star Wars: The Complete Saga,2007.0,LucasArts,United States,San Francisco,TT Fusion,DS,Action,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,E
223,Driver 2,2000.0,Atari,United States,Pawtucket,Reflections Interactive,PS,Action,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,T
224,Batman: Arkham City,2011.0,Warner Bros. Interactive Entertainment,United States,Chicago,Rocksteady Studios,X360,Action,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0,T
225,The Last of Us,2014.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS4,Action,1.88,2.0,0.07,0.77,4.71,,,,,
226,The Simpsons: Hit & Run,2003.0,Vivendi Games,nan,nan,,PS2,Racing,1.73,2.19,0.0,0.79,4.7,,,,,
227,Tony Hawk's Pro Skater 2,2000.0,Activision,United States,Santa Monica,Neversoft Entertainment,PS,Sports,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,T
228,The Lord of the Rings: The Two Towers,2002.0,Electronic Arts,United States,Redwood City,Stormfront Studios,PS2,Action,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,T
229,Tomb Raider,1996.0,Eidos Interactive,nan,nan,Core Design Ltd.,PS,Action,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,T
230,Animal Crossing: City Folk,2008.0,Nintendo,Japan,Kyoto,Nintendo,Wii,Simulation,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,E
231,Uncharted: The Nathan Drake Collection,2015.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Bluepoint Games,PS4,Action,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,T
232,The Legend of Zelda: A Link to the Past,1991.0,Nintendo,Japan,Kyoto,,SNES,Action,2.42,0.91,1.15,0.13,4.61,,,,,
233,The Legend of Zelda: The Wind Waker,2002.0,Nintendo,Japan,Kyoto,Nintendo,GC,Action,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,E
234,Guitar Hero III: Legends of Rock,2007.0,Activision,United States,Santa Monica,Vicarious Visions,Wii,Misc,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,T
235,Luigi's Mansion: Dark Moon,2013.0,Nintendo,Japan,Kyoto,Next Level Games,3DS,Action,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,E
236,Forza Motorsport 4,2011.0,Microsoft Game Studios,nan,nan,Turn 10,X360,Racing,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,E
237,Mario & Sonic at the Olympic Winter Games,2009.0,Sega,United States,"Ota, Tokyo,San Francisco",,Wii,Sports,1.87,1.96,0.22,0.48,4.53,,,,,
238,Madden NFL 2005,2004.0,Electronic Arts,United States,Redwood City,EA Tiburon,PS2,Sports,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,E
239,Guitar Hero III: Legends of Rock,2007.0,Activision,United States,Santa Monica,Neversoft Entertainment,X360,Misc,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,T
240,Pitfall!,1981.0,Activision,United States,Santa Monica,,2600,Platform,4.21,0.24,0.0,0.05,4.5,,,,,
241,Madden NFL 07,2006.0,Electronic Arts,United States,Redwood City,EA Sports,PS2,Sports,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,E
242,Halo 5: Guardians,2015.0,Microsoft Game Studios,nan,nan,343 Industries,XOne,Shooter,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,T
243,Spider-Man: The Movie,2002.0,Activision,United States,Santa Monica,Treyarch,PS2,Action,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,E
244,Dragon Quest VII: Warriors of Eden,2000.0,Enix Corporation,nan,nan,,PS,Role-Playing,0.2,0.14,4.1,0.02,4.47,,,,,
245,Call of Duty: Infinite Warfare,2016.0,Activision,United States,Santa Monica,Infinity Ward,PS4,Shooter,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,M
246,God of War,2005.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",SCE Santa Monica,PS2,Action,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,M
247,Splatoon,2015.0,Nintendo,Japan,Kyoto,Nintendo,WiiU,Shooter,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,E10+
248,Nintendo Land,2012.0,Nintendo,Japan,Kyoto,Nintendo,WiiU,Misc,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,E10+
249,Tony Hawk's Pro Skater 3,2001.0,Activision,United States,Santa Monica,Neversoft Entertainment,PS2,Sports,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,T
250,Winning Eleven: Pro Evolution Soccer 2007,2006.0,Konami Digital Entertainment,nan,nan,Konami,PS2,Sports,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,E
251,The Elder Scrolls IV: Oblivion,2006.0,Take-Two Interactive,nan,nan,Bethesda Softworks,X360,Role-Playing,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,M
252,Zelda II: The Adventure of Link,1987.0,Nintendo,Japan,Kyoto,,NES,Adventure,2.19,0.5,1.61,0.08,4.38,,,,,
253,Need for Speed: Most Wanted,2005.0,Electronic Arts,United States,Redwood City,EA Canada,PS2,Racing,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,T
254,Michael Jackson: The Experience,2010.0,Ubisoft,Europe,Montreuil-sous-Bois,"Ubisoft Paris, Ubisoft Montpellier",Wii,Misc,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0,E10+
255,Call of Duty: Advanced Warfare,2014.0,Activision,United States,Santa Monica,High Moon Studios,PS3,Shooter,1.56,1.93,0.19,0.68,4.36,,,4.8,207.0,M
256,Resistance: Fall of Man,2006.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Insomniac Games,PS3,Shooter,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,M
257,Sonic the Hedgehog,1991.0,Sega,United States,"Ota, Tokyo,San Francisco",,GEN,Platform,3.03,0.91,0.26,0.13,4.34,,,,,
258,Kingdom Hearts II,2005.0,Square Enix,Japan,"Shinjuku, Tokyo",Square Enix,PS2,Role-Playing,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,766.0,E10+
259,The Legend of Zelda: Ocarina of Time,2011.0,Nintendo,Japan,Kyoto,,3DS,Action,2.09,1.31,0.62,0.31,4.33,,,,,
260,Super Mario 3D World,2013.0,Nintendo,Japan,Kyoto,Nintendo,WiiU,Platform,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9.0,1607.0,E
261,Minecraft,2014.0,Sony Computer Entertainment Europe,nan,nan,,PS4,Misc,1.48,2.02,0.14,0.68,4.32,,,,,
262,Asteroids,1980.0,Atari,United States,Pawtucket,,2600,Shooter,4.0,0.26,0.0,0.05,4.31,,,,,
263,Call of Duty: Advanced Warfare,2014.0,Activision,United States,Santa Monica,High Moon Studios,X360,Shooter,2.77,1.11,0.0,0.4,4.29,,,4.9,221.0,M
264,FIFA 15,2014.0,Electronic Arts,United States,Redwood City,EA Sports,PS3,Sports,0.58,3.02,0.04,0.64,4.28,,,4.5,109.0,E
265,Fable II,2008.0,Microsoft Game Studios,nan,nan,Lionhead Studios,X360,Role-Playing,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,M
266,Namco Museum,2001.0,Namco Bandai Games,nan,nan,Mass Media,GBA,Misc,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,E
267,Batman: Arkham Asylum,2009.0,Eidos Interactive,nan,nan,Rocksteady Studios,PS3,Action,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,T
268,Metal Gear Solid 3: Snake Eater,2004.0,Konami Digital Entertainment,nan,nan,KCEJ,PS2,Action,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,M
269,Assassin's Creed: Revelations,2011.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,PS3,Action,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,M
270,Fallout 4,2015.0,Bethesda Softworks,United States,Rockville,Bethesda Game Studios,XOne,Role-Playing,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,M
271,FIFA 14,2013.0,Electronic Arts,United States,Redwood City,EA Canada,X360,Sports,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,E
272,Daxter,2006.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Ready at Dawn,PSP,Platform,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,E10+
273,Warcraft II: Tides of Darkness,1995.0,Activision,United States,Santa Monica,,PC,Strategy,1.7,2.27,0.0,0.23,4.21,,,,,
274,FIFA Soccer 06,2005.0,Electronic Arts,United States,Redwood City,EA Canada,PS2,Sports,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,E
275,EyeToy Play,2003.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)","SCEE, Zoe Mode",PS2,Misc,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,E
276,Gran Turismo 5 Prologue,2007.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Polyphony Digital,PS3,Racing,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,E
277,Assassin's Creed: Revelations,2011.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,X360,Action,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,M
278,FIFA 12,2011.0,Electronic Arts,United States,Redwood City,,X360,Sports,0.84,2.78,0.02,0.53,4.18,,,,,
279,Teenage Mutant Ninja Turtles,1989.0,Palcom,nan,nan,,NES,Action,3.38,0.44,0.31,0.04,4.17,,,,,
280,Street Fighter IV,2009.0,Capcom,Japan,Osaka,Capcom,PS3,Fighting,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,T
281,Excitebike,1984.0,Nintendo,Japan,Kyoto,,NES,Racing,2.04,0.48,1.57,0.07,4.16,,,,,
282,Frogger,1997.0,Hasbro Interactive,nan,nan,,PS,Action,3.79,0.27,0.0,0.11,4.16,,,,,
283,Madden NFL 2003,2002.0,Electronic Arts,United States,Redwood City,EA Sports,PS2,Sports,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,E
284,Half-Life,1997.0,Vivendi Games,nan,nan,Valve Software,PC,Shooter,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,M
285,Super Mario World 2: Yoshi's Island,1995.0,Nintendo,Japan,Kyoto,,SNES,Platform,1.65,0.61,1.76,0.09,4.12,,,,,
286,FIFA Soccer 07,2006.0,Electronic Arts,United States,Redwood City,,PS2,Sports,0.71,2.48,0.03,0.89,4.11,,,,,
287,Street Fighter II Turbo,1992.0,Capcom,Japan,Osaka,,SNES,Fighting,1.42,0.51,2.1,0.07,4.1,,,,,
288,World of Warcraft: The Burning Crusade,2007.0,Activision,United States,Santa Monica,Blizzard Entertainment,PC,Role-Playing,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,T
289,Battlefield 1,2016.0,Electronic Arts,United States,Redwood City,EA DICE,PS4,Shooter,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,M
290,God of War II,2007.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",SCE Santa Monica,PS2,Action,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,M
291,World Soccer Winning Eleven 9,2005.0,Konami Digital Entertainment,nan,nan,Konami,PS2,Sports,0.12,2.26,0.9,0.77,4.06,,,8.2,23.0,E
292,Fallout: New Vegas,2010.0,Bethesda Softworks,United States,Rockville,Obsidian Entertainment,X360,Role-Playing,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,M
293,Forza Motorsport 2,2007.0,Microsoft Game Studios,nan,nan,Turn 10,X360,Racing,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,E
294,Carnival Games,2007.0,Take-Two Interactive,nan,nan,Cat Daddy Games,Wii,Misc,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,E
295,Watch Dogs,2014.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,PS4,Action,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,M
296,Namco Museum Vol.3,1996.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS,Misc,2.28,1.55,0.16,0.06,4.05,,,,,
297,Tekken Tag Tournament,2000.0,Namco Bandai Games,nan,nan,Namco,PS2,Fighting,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,T
298,Far Cry 4,2014.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,PS4,Shooter,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,M
299,Star Fox 64,1997.0,Nintendo,Japan,Kyoto,,N64,Shooter,2.78,0.58,0.64,0.04,4.03,,,,,
300,Golf,1984.0,Nintendo,Japan,Kyoto,,NES,Sports,1.22,0.28,2.46,0.04,4.01,,,,,
301,Namco Museum: 50th Anniversary,2005.0,Namco Bandai Games,nan,nan,Digital Eclipse,PS2,Misc,2.08,1.35,0.0,0.54,3.98,61.0,21.0,,,E10+
302,Left 4 Dead 2,2009.0,Electronic Arts,United States,Redwood City,Valve Software,X360,Shooter,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,M
303,The Witcher 3: Wild Hunt,2015.0,Namco Bandai Games,nan,nan,CD Projekt Red Studio,PS4,Role-Playing,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,M
304,Assassin's Creed: Unity,2014.0,Ubisoft,Europe,Montreuil-sous-Bois,"Ubisoft, Ubisoft Montreal",PS4,Action,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,M
305,Batman: Arkham Knight,2015.0,Warner Bros. Interactive Entertainment,United States,Chicago,Rocksteady Studios,PS4,Action,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,M
306,The Legend of Zelda: Skyward Sword,2011.0,Nintendo,Japan,Kyoto,Nintendo,Wii,Action,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958.0,E10+
307,Fallout 3,2008.0,Bethesda Softworks,United States,Rockville,Bethesda Game Studios,PS3,Role-Playing,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910.0,M
308,Professor Layton and the Diabolical Box,2007.0,Nintendo,Japan,Kyoto,Level 5,DS,Puzzle,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0,E10+
309,Donkey Kong Land,1994.0,Nintendo,Japan,Kyoto,,GB,Platform,1.97,0.76,1.07,0.11,3.91,,,,,
310,EA Sports Active,2009.0,Electronic Arts,United States,Redwood City,EA Canada,Wii,Sports,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,E
311,Tony Hawk's Underground,2003.0,Activision,United States,Santa Monica,Neversoft Entertainment,PS2,Sports,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,T
312,Monster Hunter 4 Ultimate,2014.0,Nintendo,Japan,Kyoto,Capcom,3DS,Role-Playing,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0,T
313,The Elder Scrolls V: Skyrim,2011.0,Bethesda Softworks,United States,Rockville,Bethesda Game Studios,PC,Role-Playing,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,M
314,NBA 2K16,2015.0,Take-Two Interactive,nan,nan,Visual Concepts,PS4,Sports,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,E10+
315,Tekken 5,2005.0,Namco Bandai Games,nan,nan,Namco,PS2,Fighting,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,T
316,Dragon Warrior III,1988.0,Enix Corporation,nan,nan,,NES,Role-Playing,0.1,0.0,3.77,0.0,3.87,,,,,
